,Price,City,Date,Brand,Model,Storage,Stat
12773,9200,Rabat,11 Novembre,iphone,iphone 13,8,Neuf
12774,600,Meknès,11 Novembre,huawei,huawei Y7 Prime,32,Bon état
12775,2700,El Jadida,11 Novembre,iphone,iphone 8,64,Bon état
12776,550,Kénitra,11 Novembre,huawei,huawei p,32,Bon état
12777,10500,Casablanca,11 Novembre,iphone,iphone 12 pro max,256,Bon état
12778,1850,Rabat,11 Novembre,xiaomi,xiaomi ,8,Neuf
12779,8800,Casablanca,11 Novembre,iphone,iphone 12 pro max,8,Neuf
12780,1200,Agadir,11 Novembre,iphone,iphone 7,32,Neuf
12781,15800,Casablanca,11 Novembre,iphone,iphone 13 pro max,256,Neuf
12782,10500,El Jadida,11 Novembre,iphone,iphone 12 pro max,8,Neuf
12783,1300,Oujda,11 Novembre,iphone,iphone 7,32,Bon état
12784,2500,Meknès,11 Novembre,huawei,huawei p,8,Neuf
12785,7500,Tanger,10 Novembre,iphone,iphone 13,8,Neuf
12786,1050,Oujda,10 Novembre,huawei,huawei p,16,Bon état
12787,220,Tétouan,10 Novembre,nokia,nokia 6,32,Bon état
12788,8300,Casablanca,10 Novembre,iphone,iphone 11 pro max,512,Bon état
12789,3000,Tanger,10 Novembre,iphone,iphone x,256,Bon état
12790,7000,Meknès,10 Novembre,samsung,samsung note 2,256,Neuf
12791,2650,Casablanca,10 Novembre,samsung,samsung note 9,8,Bon état
12792,5500,Salé,10 Novembre,iphone,iphone xs max,256,Bon état
12793,2800,Tanger,10 Novembre,iphone,iphone x,64,Bon état
12794,1200,Salé,10 Novembre,Redmi,Redmi Note 8,64,Bon état
12795,7500,Salé,10 Novembre,iphone,iphone 11 pro max,32,Bon état
12796,5300,Meknès,10 Novembre,iphone,iphone 11,64,Bon état
12797,3000,Tanger,10 Novembre,xiaomi,xiaomi ,8,Bon état
12798,6500,Casablanca,10 Novembre,iphone,iphone 11,8,Neuf
12799,3100,Casablanca,10 Novembre,iphone,iphone 8,64,Bon état
12800,400,Meknès,10 Novembre,iphone,iphone se,32,Bon état
12801,4500,Oujda,10 Novembre,iphone,iphone 11,64,Bon état
12802,5600,Khouribga,10 Novembre,iphone,iphone 11,8,Neuf
12803,1500,Agadir,10 Novembre,samsung,samsung galaxy a3,64,Neuf
12804,2000,Mohammedia,10 Novembre,iphone,iphone 8,64,Bon état
12805,500,El Jadida,10 Novembre,samsung,samsung j3,16,Neuf
12806,1650,Safi,10 Novembre,sony,sony xperia x,64,Neuf
12807,500,El Jadida,10 Novembre,samsung,samsung j3,16,Neuf
12808,500,El Jadida,10 Novembre,samsung,samsung j3,16,Neuf
12809,10000,Casablanca,10 Novembre,iphone,iphone 12 pro max,256,Neuf
12810,1500,Casablanca,10 Novembre,samsung,samsung a3,64,Bon état
12811,4000,Casablanca,10 Novembre,iphone,iphone x,64,Bon état
12812,4000,Casablanca,10 Novembre,iphone,iphone x,64,Neuf
12813,800,Salé,10 Novembre,Redmi,Redmi Note 8,64,Bon état
12814,3300,Tanger,10 Novembre,iphone,iphone x,64,Neuf
12815,4700,Agadir,10 Novembre,iphone,iphone xs max,64,Bon état
12817,7100,Casablanca,10 Novembre,iphone,iphone 12,8,Neuf
12818,5200,Rabat,10 Novembre,iphone,iphone xs max,256,Bon état
12819,4299,Kénitra,10 Novembre,samsung,samsung s20,8,Bon état
12820,2400,Marrakech,10 Novembre,samsung,samsung a71,8,Neuf
12821,5800,Casablanca,10 Novembre,iphone,iphone 11,64,Bon état
12822,2900,Rabat,10 Novembre,iphone,iphone x,32,Bon état
12823,18000,Khouribga,10 Novembre,iphone,iphone 13 pro max,512,Neuf
12824,10300,Agadir,10 Novembre,iphone,iphone 12,256,Neuf
12825,999,Marrakech,10 Novembre,oppo,oppo a3s,32,Neuf
12826,1200,Rabat,10 Novembre,xiaomi,xiaomi ,8,Neuf
12827,3200,Casablanca,10 Novembre,iphone,iphone x,64,Bon état
12828,800,Casablanca,10 Novembre,iphone,iphone 6s,32,Neuf
12829,1950,Meknès,10 Novembre,huawei,huawei p,32,Neuf
12830,8000,Casablanca,10 Novembre,iphone,iphone 11 pro max,256,Bon état
12831,12500,Casablanca,10 Novembre,iphone,iphone 13 pro,8,Neuf
12832,2250,Marrakech,10 Novembre,samsung,samsung galaxy a5,8,Bon état
12833,950,Casablanca,10 Novembre,realme,realme c11,32,Bon état
12834,3300,Casablanca,10 Novembre,iphone,iphone xs,64,Bon état
12835,800,Meknès,10 Novembre,samsung,samsung a5,32,Bon état
12836,6200,Casablanca,10 Novembre,iphone,iphone 11 pro,256,Bon état
12837,3300,Marrakech,10 Novembre,iphone,iphone 8,64,Bon état
12838,3300,Rabat,10 Novembre,iphone,iphone x,256,Bon état
12839,4800,Casablanca,10 Novembre,xiaomi,xiaomi ,32,Bon état
12840,14500,Rabat,10 Novembre,iphone,iphone 13 pro max,256,Neuf
12841,7400,Agadir,10 Novembre,iphone,iphone 11 pro max,32,Bon état
12842,5000,Agadir,10 Novembre,iphone,iphone xs max,64,Bon état
12843,6000,El Jadida,10 Novembre,iphone,iphone 11 pro max,64,Bon état
12844,3500,Kénitra,10 Novembre,iphone,iphone x,64,Bon état
12845,3700,Salé,10 Novembre,iphone,iphone x,8,Bon état
12846,4700,Meknès,10 Novembre,iphone,iphone xs max,64,Bon état
12847,7300,Casablanca,10 Novembre,iphone,iphone 11 pro max,256,Bon état
12848,1500,Fès,10 Novembre,iphone,iphone 7,8,Bon état
12849,1500,Kénitra,10 Novembre,samsung,samsung a3,8,Bon état
12850,2000,Rabat,10 Novembre,iphone,iphone 7,8,Bon état
12851,2500,Agadir,10 Novembre,iphone,iphone 7,8,Bon état
12852,900,Fès,10 Novembre,huawei,huawei Y7 Prime,64,Bon état
12853,1169,Casablanca,10 Novembre,samsung,samsung a02,32,Neuf
12854,1500,Casablanca,10 Novembre,iphone,iphone 6s,8,Bon état
12855,1000,Casablanca,10 Novembre,iphone,iphone 6s,64,Bon état
12856,2500,Meknès,10 Novembre,iphone,iphone 8,32,Bon état
12857,1100,Agadir,10 Novembre,samsung,samsung galaxy s7,32,Bon état
12858,1100,Casablanca,10 Novembre,iphone,iphone 7,32,Neuf
12859,2300,Casablanca,10 Novembre,iphone,iphone 8,64,Bon état
12860,5800,Casablanca,10 Novembre,iphone,iphone 11,64,Neuf
12861,940,Meknès,10 Novembre,oppo,oppo a5,32,Neuf
12862,3900,Rabat,10 Novembre,iphone,iphone 11,32,Neuf
12863,1300,Casablanca,10 Novembre,iphone,iphone 7,32,Bon état
12864,1050,Kénitra,10 Novembre,nokia,nokia 7 plus,32,Bon état
12865,1200,Agadir,10 Novembre,iphone,iphone 7,8,Bon état
12866,3600,Taza,10 Novembre,samsung,samsung s20,8,Bon état
12867,2000,Casablanca,10 Novembre,iphone,iphone 8,64,Bon état
12868,3500,Casablanca,10 Novembre,iphone,iphone x,256,Bon état
12869,4500,Meknès,09 Novembre,iphone,iphone 11,64,Bon état
12870,3000,Casablanca,09 Novembre,samsung,samsung note 9,8,Bon état
12871,250,Casablanca,09 Novembre,HTC,HTC,256,Bon état
12872,5800,Casablanca,09 Novembre,iphone,iphone 11,8,Bon état
12873,3700,Casablanca,09 Novembre,iphone,iphone x,64,Bon état
12874,6300,Casablanca,09 Novembre,iphone,iphone 11 pro,512,Neuf
12875,8500,Casablanca,09 Novembre,iphone,iphone 11,8,Neuf
12876,2900,Agadir,09 Novembre,xiaomi,xiaomi ,8,Bon état
12877,1350,Tanger,09 Novembre,iphone,iphone 7,32,Neuf
12878,1250,Tanger,09 Novembre,iphone,iphone 7,32,Neuf
12879,3500,Marrakech,09 Novembre,iphone,iphone x,64,Bon état
12880,13000,Casablanca,09 Novembre,iphone,iphone 12 pro,8,Neuf
12881,11000,El Jadida,09 Novembre,iphone,iphone 12,32,Bon état
12882,1650,Casablanca,09 Novembre,huawei,huawei Y9s,8,Bon état
12883,3200,Nador,09 Novembre,xiaomi,xiaomi ,8,Bon état
12884,1000,Kénitra,09 Novembre,iphone,iphone 8,64,Bon état
12885,850,Marrakech,09 Novembre,oppo,oppo a5,32,Bon état
12886,3700,Casablanca,09 Novembre,iphone,iphone xs,64,Bon état
12887,800,Rabat,09 Novembre,samsung,samsung a5,32,Bon état
12888,3800,Meknès,09 Novembre,xiaomi,xiaomi ,256,Neuf
12889,950,Casablanca,09 Novembre,oppo,oppo a7,32,Bon état
12890,1000,Casablanca,09 Novembre,huawei,huawei p,32,Bon état
12891,1250,Casablanca,09 Novembre,samsung,samsung a5,8,Bon état
12892,1600,Marrakech,09 Novembre,iphone,iphone 8,64,Bon état
12894,350,Oujda,09 Novembre,nokia,nokia 6,32,Bon état
12895,2500,Casablanca,09 Novembre,iphone,iphone xs,32,Bon état
12896,1800,Casablanca,09 Novembre,iphone,iphone 8,32,Bon état
12897,800,Marrakech,09 Novembre,huawei,huawei p,16,Neuf
12898,2400,Marrakech,09 Novembre,iphone,iphone 8,64,Bon état
12899,600,Marrakech,09 Novembre,samsung,samsung note 3,32,Neuf
12900,1500,Tanger,09 Novembre,samsung,samsung a5,32,Bon état
12901,1700,Salé,09 Novembre,iphone,iphone 7,8,Neuf
12902,2800,Rabat,09 Novembre,iphone,iphone x,64,Bon état
12903,1000,Fès,09 Novembre,nokia,nokia 2,32,Neuf
12904,1400,Fès,09 Novembre,iphone,iphone 7,8,Bon état
12905,7000,Casablanca,09 Novembre,iphone,iphone 11 pro,32,Bon état
12906,7500,Casablanca,09 Novembre,iphone,iphone 11,32,Bon état
12907,7500,Casablanca,09 Novembre,iphone,iphone 11 pro max,256,Bon état
12908,2300,Casablanca,09 Novembre,iphone,iphone se,8,Bon état
12909,3300,Tanger,09 Novembre,oppo,oppo reno,32,Bon état
12910,1950,Rabat,09 Novembre,iphone,iphone 7,32,Neuf
12911,6300,Casablanca,09 Novembre,iphone,iphone 11 pro max,64,Bon état
12912,6500,Rabat,09 Novembre,iphone,iphone 11 pro,256,Bon état
12913,4000,Casablanca,09 Novembre,iphone,iphone x,64,Bon état
12914,5400,Salé,09 Novembre,iphone,iphone 11,32,Bon état
12915,5800,Casablanca,09 Novembre,iphone,iphone 11,8,Bon état
12916,10200,El Jadida,09 Novembre,iphone,iphone 12 pro max,8,Neuf
12917,6000,Marrakech,09 Novembre,iphone,iphone 11 pro,64,Bon état
12918,800,Salé,09 Novembre,Redmi,Redmi Note 8,64,Bon état
12919,2000,Fès,09 Novembre,xiaomi,xiaomi ,8,Bon état
12920,2000,Fès,09 Novembre,xiaomi,xiaomi ,8,Bon état
12921,16000,Casablanca,09 Novembre,iphone,iphone 13 pro max,256,Neuf
12922,1500,Casablanca,09 Novembre,huawei,huawei Y8p,8,Bon état
12923,2000,Rabat,09 Novembre,iphone,iphone 12 pro max,256,Neuf
12924,6500,Rabat,09 Novembre,iphone,iphone 11 pro max,64,Neuf
12925,1250,Casablanca,09 Novembre,Redmi,Redmi Note 8,64,Bon état
12926,3800,Marrakech,09 Novembre,iphone,iphone x,64,Bon état
12927,1100,Casablanca,09 Novembre,iphone,iphone 7,32,Bon état
12928,1150,Fès,09 Novembre,oppo,oppo a1,32,Neuf
12929,2700,Agadir,09 Novembre,huawei,huawei p,32,Bon état
12930,750,Rabat,09 Novembre,iphone,iphone 7,32,Bon état
12931,2200,Oujda,09 Novembre,iphone,iphone 7,32,Bon état
12932,1500,Casablanca,09 Novembre,huawei,huawei Y9s,32,Bon état
12933,2400,Casablanca,09 Novembre,oppo,oppo a9,8,Bon état
12934,1600,Rabat,09 Novembre,iphone,iphone 8,64,Bon état
12935,900,Marrakech,09 Novembre,samsung,samsung s7,32,Bon état
12936,950,Casablanca,09 Novembre,iphone,iphone 7,32,Bon état
12937,700,Tétouan,08 Novembre,oppo,oppo a5,32,Bon état
12938,1700,El Jadida,08 Novembre,iphone,iphone 8,64,Bon état
12939,1500,Casablanca,08 Novembre,iphone,iphone 7,8,Bon état
12940,1800,Rabat,08 Novembre,xiaomi,xiaomi ,8,Bon état
12941,1800,Rabat,08 Novembre,xiaomi,xiaomi ,8,Bon état
12942,3900,Taza,08 Novembre,xiaomi,xiaomi ,256,Bon état
12943,8200,Casablanca,08 Novembre,iphone,iphone 11 pro max,256,Bon état
12944,6800,Casablanca,08 Novembre,iphone,iphone 11 pro,256,Bon état
12945,2600,Marrakech,08 Novembre,xiaomi,xiaomi ,32,Bon état
12946,1350,Marrakech,08 Novembre,xiaomi,xiaomi ,64,Bon état
12947,9500,Agadir,08 Novembre,iphone,iphone 12 pro,32,Bon état
12948,1800,Agadir,08 Novembre,iphone,iphone 8,64,Bon état
12949,850,Salé,08 Novembre,nokia,nokia 2,32,Bon état
12950,4500,Casablanca,08 Novembre,iphone,iphone xs,256,Bon état
12951,500,Casablanca,08 Novembre,samsung,samsung note 4,32,Bon état
12952,10000,Marrakech,08 Novembre,iphone,iphone 13,256,Neuf
12953,5200,El Jadida,08 Novembre,iphone,iphone 11,64,Bon état
12954,3000,Casablanca,08 Novembre,iphone,iphone 8,64,Bon état
12955,1800,Casablanca,08 Novembre,iphone,iphone 8,64,Bon état
12956,4500,Casablanca,08 Novembre,iphone,iphone xs max,32,Bon état
12957,1600,El Jadida,08 Novembre,samsung,Samsung A12,8,Neuf
12958,5500,Casablanca,08 Novembre,iphone,iphone 11,64,Bon état
12959,4700,Marrakech,08 Novembre,iphone,iphone xs,64,Bon état
12960,3700,Mohammedia,08 Novembre,iphone,iphone xs,64,Neuf
12961,3200,Casablanca,08 Novembre,iphone,iphone xs,256,Bon état
12962,1600,Casablanca,08 Novembre,iphone,iphone 8,32,Bon état
12963,1850,Casablanca,08 Novembre,samsung,samsung a3,8,Bon état
12964,1500,Marrakech,08 Novembre,iphone,iphone 7,32,Neuf
12965,2600,Tanger,08 Novembre,iphone,iphone 7,8,Bon état
12966,1700,Casablanca,08 Novembre,xiaomi,xiaomi ,8,Neuf
12967,6700,Casablanca,08 Novembre,iphone,iphone 11 pro,64,Bon état
12968,1450,Tanger,08 Novembre,iphone,iphone 7,8,Bon état
12969,2500,Casablanca,08 Novembre,samsung,samsung note 9,8,Bon état
12970,3900,Oujda,08 Novembre,iphone,iphone x,64,Neuf
12971,1850,Casablanca,08 Novembre,iphone,iphone 7,8,Neuf
12972,750,Casablanca,08 Novembre,oppo,oppo a3s,16,Bon état
12973,1350,Agadir,08 Novembre,iphone,iphone 7,8,Bon état
12974,7900,Casablanca,08 Novembre,iphone,iphone 11 pro max,256,Bon état
12975,1700,Meknès,08 Novembre,xiaomi,xiaomi ,8,Bon état
12976,3600,El Jadida,08 Novembre,iphone,iphone x,64,Bon état
12977,5000,Casablanca,08 Novembre,samsung,samsung note 2,256,Bon état
12978,2400,Casablanca,08 Novembre,Redmi,Redmi Note 9,8,Bon état
12979,6300,Agadir,08 Novembre,iphone,iphone 11 pro,64,Bon état
12980,6300,Agadir,08 Novembre,iphone,iphone 11 pro,64,Bon état
12981,1150,Tanger,08 Novembre,huawei,huawei p,8,Bon état
12982,2000,Meknès,08 Novembre,iphone,iphone 7,8,Bon état
12983,3750,Casablanca,08 Novembre,iphone,iphone x,32,Bon état
12984,8300,Casablanca,08 Novembre,iphone,iphone 12 pro max,8,Bon état
12985,1500,Rabat,08 Novembre,iphone,iphone 11,8,Bon état
12986,2400,Casablanca,08 Novembre,oppo,oppo a9,8,Bon état
12987,2400,Casablanca,08 Novembre,oppo,oppo a9,8,Bon état
12988,3200,Marrakech,08 Novembre,iphone,iphone x,64,Bon état
12989,4800,Casablanca,08 Novembre,xiaomi,xiaomi ,256,Neuf
12990,3200,Casablanca,08 Novembre,samsung,samsung s20,8,Bon état
12991,3000,Casablanca,08 Novembre,iphone,iphone x,256,Bon état
12992,1300,Casablanca,08 Novembre,iphone,iphone 7,32,Bon état
12993,1800,Casablanca,08 Novembre,huawei,huawei p,8,Bon état
12994,6500,Tanger,08 Novembre,iphone,iphone 12,64,Bon état
12995,800,Casablanca,08 Novembre,iphone,iphone 6s,64,Bon état
12996,1400,El Jadida,08 Novembre,Redmi,Redmi Note 8,64,Bon état
12997,5400,Casablanca,08 Novembre,iphone,iphone 11,64,Neuf
12998,800,Casablanca,08 Novembre,iphone,iphone 6s,16,Bon état
12999,7100,Oujda,08 Novembre,iphone,iphone 11 pro,64,Bon état
13000,1000,Casablanca,08 Novembre,nokia,nokia 3,32,Bon état
13001,9700,Casablanca,08 Novembre,iphone,iphone 13,8,Neuf
13002,9500,Casablanca,08 Novembre,iphone,iphone 12 pro max,256,Neuf
13003,5800,Casablanca,08 Novembre,iphone,iphone 12,8,Bon état
13004,10000,Casablanca,08 Novembre,iphone,iphone 12 pro max,8,Bon état
13005,1500,Tanger,08 Novembre,iphone,iphone 7,32,Bon état
13006,650,Casablanca,08 Novembre,iphone,iphone se,16,Neuf
13007,3100,Casablanca,08 Novembre,iphone,iphone x,64,Bon état
13008,1000,Casablanca,08 Novembre,iphone,iphone 6s,64,Bon état
13009,7300,Casablanca,07 Novembre,iphone,iphone 11,64,Bon état
13010,600,Tétouan,07 Novembre,samsung,samsung a11,32,Bon état
13011,9700,Casablanca,07 Novembre,iphone,iphone 13,8,Neuf
13012,1100,Meknès,07 Novembre,iphone,iphone 6s,64,Bon état
13013,1000,Casablanca,07 Novembre,samsung,Samsung A12,32,Bon état
13014,2500,Kénitra,07 Novembre,samsung,samsung note 9,8,Bon état
13015,4500,Casablanca,07 Novembre,samsung,samsung s20,256,Neuf
13016,1300,Casablanca,07 Novembre,iphone,iphone 6s,64,Bon état
13017,3600,Casablanca,07 Novembre,iphone,iphone x,256,Neuf
13018,7500,Agadir,07 Novembre,iphone,iphone 11 pro max,64,Bon état
13019,1100,Mohammedia,07 Novembre,iphone,iphone 7,8,Bon état
13020,1400,Casablanca,07 Novembre,samsung,Samsung A12,8,Bon état
13021,1300,Casablanca,07 Novembre,samsung,samsung galaxy a5,8,Bon état
13022,15000,Salé,07 Novembre,iphone,iphone 13,256,Neuf
13023,1600,Fès,07 Novembre,iphone,iphone 7,32,Bon état
13024,1200,Casablanca,07 Novembre,samsung,Samsung A12,32,Bon état
13025,2100,Casablanca,07 Novembre,xiaomi,xiaomi ,32,Neuf
13026,3000,Tanger,07 Novembre,iphone,iphone x,64,Bon état
13027,4899,Casablanca,07 Novembre,samsung,samsung galaxy z flip,256,Neuf
13028,1900,Oujda,07 Novembre,huawei,huawei p,8,Bon état
13029,4100,Casablanca,07 Novembre,huawei,huawei p,8,Bon état
13030,3900,Rabat,07 Novembre,iphone,iphone xs max,256,Bon état
13031,2400,Rabat,07 Novembre,realme,realme 6,8,Bon état
13032,5400,Rabat,07 Novembre,iphone,iphone 11,64,Neuf
13033,500,Casablanca,07 Novembre,iphone,iphone 7,32,Bon état
13034,4500,Oujda,07 Novembre,iphone,iphone 11,64,Bon état
13035,2400,Casablanca,07 Novembre,iphone,iphone 7,32,Bon état
13036,3600,Casablanca,07 Novembre,iphone,iphone x,64,Bon état
13037,4900,Casablanca,07 Novembre,iphone,iphone 11 pro,256,Bon état
13038,3100,Casablanca,07 Novembre,iphone,iphone x,64,Bon état
13039,5900,Casablanca,07 Novembre,iphone,iphone 11 pro max,256,Bon état
13040,2400,Casablanca,07 Novembre,xiaomi,xiaomi ,8,Bon état
13041,6000,Tétouan,07 Novembre,iphone,iphone 12,64,Bon état
13042,3500,Casablanca,07 Novembre,iphone,iphone xs max,64,Bon état
13043,6600,Tétouan,07 Novembre,iphone,iphone 11 pro,256,Bon état
13044,5600,Casablanca,07 Novembre,iphone,iphone 11 pro,64,Bon état
13045,1500,Rabat,07 Novembre,iphone,iphone 7,32,Bon état
13046,7500,Casablanca,07 Novembre,iphone,iphone 11 pro max,64,Bon état
13047,1250,Meknès,07 Novembre,Redmi,Redmi Note 8,64,Neuf
13048,2300,Oujda,07 Novembre,samsung,samsung a5,8,Bon état
13049,1450,Casablanca,07 Novembre,samsung,samsung a3,32,Bon état
13050,600,Kénitra,07 Novembre,samsung,samsung a01 core,16,Neuf
13051,8200,El Jadida,07 Novembre,iphone,iphone 11 pro max,256,Bon état
13052,3100,Meknès,07 Novembre,iphone,iphone 8,256,Bon état
13053,2100,Marrakech,07 Novembre,samsung,samsung a3,8,Bon état
13054,2100,Marrakech,07 Novembre,samsung,samsung a3,8,Bon état
13055,10200,Marrakech,07 Novembre,iphone,iphone 12 pro max,32,Bon état
13056,1500,Marrakech,07 Novembre,sony,sony xperia x,64,Bon état
13058,2800,Marrakech,07 Novembre,iphone,iphone 8,256,Bon état
13059,6300,Casablanca,07 Novembre,iphone,iphone 12,64,Bon état
13060,750,Marrakech,07 Novembre,sony,sony xperia x,32,Bon état
13061,10200,Casablanca,07 Novembre,iphone,iphone 12 pro max,256,Bon état
13062,4900,Rabat,07 Novembre,iphone,iphone 11,64,Neuf
13063,7000,Casablanca,07 Novembre,iphone,iphone 11 pro max,256,Bon état
13064,3800,Tanger,07 Novembre,huawei,huawei p,256,Bon état
13065,5300,Casablanca,07 Novembre,iphone,iphone 11,8,Bon état
13066,1700,Rabat,07 Novembre,iphone,iphone 8,64,Neuf
13067,1600,Mohammedia,07 Novembre,iphone,iphone 7,32,Bon état
13068,9500,Salé,07 Novembre,iphone,iphone 12 pro max,8,Bon état
13069,16500,Casablanca,07 Novembre,iphone,iphone 13 pro,512,Neuf
13070,2000,Marrakech,07 Novembre,samsung,samsung note 8,32,Bon état
13071,1400,Rabat,07 Novembre,iphone,iphone 7,32,Bon état
13072,1400,Rabat,07 Novembre,iphone,iphone 7,32,Bon état
13073,1400,Rabat,07 Novembre,samsung,samsung a3,64,Bon état
13074,800,Mohammedia,07 Novembre,samsung,samsung galaxy s7,32,Neuf
13075,390,Oujda,07 Novembre,iphone,iphone 6s,32,Bon état
13076,6000,Salé,07 Novembre,iphone,iphone 11 pro,64,Neuf
13077,10000,Salé,07 Novembre,iphone,iphone 12 pro max,8,Neuf
13078,1250,Casablanca,07 Novembre,oppo,oppo a1,32,Neuf
13079,4300,Tanger,07 Novembre,xiaomi,xiaomi ,32,Bon état
13080,4300,Tanger,07 Novembre,xiaomi,xiaomi ,32,Bon état
13081,2800,Casablanca,07 Novembre,iphone,iphone 8,64,Bon état
13082,3500,Casablanca,07 Novembre,iphone,iphone xs max,64,Bon état
13083,1300,Casablanca,07 Novembre,oppo,oppo a1,32,Bon état
13084,1250,Fès,07 Novembre,iphone,iphone 7,32,Neuf
13085,8200,Rabat,07 Novembre,iphone,iphone 11 pro max,256,Bon état
13086,1350,Fès,06 Novembre,xiaomi,xiaomi ,64,Bon état
13087,8900,Casablanca,06 Novembre,iphone,iphone 12,64,Neuf
13088,7500,Casablanca,06 Novembre,iphone,iphone 11 pro max,256,Bon état
13089,3700,Casablanca,06 Novembre,iphone,iphone x,64,Bon état
13090,3700,Casablanca,06 Novembre,iphone,iphone x,64,Bon état
13091,3300,Casablanca,06 Novembre,iphone,iphone x,16,Bon état
13092,4900,Casablanca,06 Novembre,iphone,iphone 11 pro,32,Bon état
13093,1250,Marrakech,06 Novembre,oppo,oppo a31,64,Bon état
13094,850,Casablanca,06 Novembre,huawei,huawei p,32,Bon état
13095,2100,Marrakech,06 Novembre,xiaomi,xiaomi ,8,Bon état
13096,7900,Casablanca,06 Novembre,iphone,iphone 11 pro max,256,Bon état
13097,1500,Salé,06 Novembre,oppo,oppo a9,8,Bon état
13098,5800,Casablanca,06 Novembre,iphone,iphone 11,64,Bon état
13099,6200,Rabat,06 Novembre,iphone,iphone 11 pro,64,Bon état
13100,10000,Rabat,06 Novembre,iphone,iphone 12 pro,8,Neuf
13101,1350,Oujda,06 Novembre,iphone,iphone 8,64,Bon état
13102,7100,Casablanca,06 Novembre,iphone,iphone 11 pro,512,Bon état
13103,5700,Rabat,06 Novembre,iphone,iphone 11,8,Bon état
13104,5000,Tanger,06 Novembre,iphone,iphone 11,256,Neuf
13105,5500,Tanger,06 Novembre,iphone,iphone xs max,512,Bon état
13106,10000,Nador,06 Novembre,iphone,iphone 12 pro max,256,Neuf
13107,1800,Casablanca,06 Novembre,samsung,samsung a5,32,Bon état
13108,900,Safi,06 Novembre,oppo,oppo a5,32,Bon état
13109,1900,Casablanca,06 Novembre,xiaomi,xiaomi ,64,Bon état
13110,5500,Casablanca,06 Novembre,iphone,iphone 11,8,Neuf
13111,10500,Casablanca,06 Novembre,iphone,iphone 13,256,Neuf
13112,1200,Casablanca,06 Novembre,xiaomi,xiaomi ,64,Bon état
13113,4300,Rabat,06 Novembre,iphone,iphone xs max,64,Bon état
13114,1600,Casablanca,06 Novembre,iphone,iphone 7,8,Bon état
13115,1450,Casablanca,06 Novembre,samsung,samsung a3,32,Bon état
13116,2300,Oujda,06 Novembre,samsung,samsung a5,8,Neuf
13117,1400,Mohammedia,06 Novembre,iphone,iphone 7,32,Bon état
13118,1600,Casablanca,06 Novembre,iphone,iphone 7,8,Neuf
13119,4000,Tanger,06 Novembre,iphone,iphone xs max,64,Bon état
13120,5500,Oujda,06 Novembre,iphone,iphone 11 pro,64,Bon état
13121,4000,Marrakech,06 Novembre,iphone,iphone xs,256,Bon état
13122,1300,Tanger,06 Novembre,Redmi,Redmi Note 8,64,Bon état
13123,7700,Casablanca,06 Novembre,iphone,iphone 11 pro max,64,Bon état
13124,7600,Casablanca,06 Novembre,iphone,iphone 11 pro max,64,Bon état
13125,2900,Casablanca,06 Novembre,huawei,huawei mate 20 pro,8,Bon état
13126,2100,Salé,06 Novembre,iphone,iphone 8,64,Bon état
13127,7500,Casablanca,06 Novembre,iphone,iphone 11 pro max,64,Bon état
13128,3500,Meknès,06 Novembre,iphone,iphone xs,64,Bon état
13129,1800,Rabat,06 Novembre,xiaomi,xiaomi ,64,Bon état
13130,9500,Casablanca,06 Novembre,iphone,iphone 12 pro,256,Neuf
13131,2400,Kénitra,06 Novembre,iphone,iphone 7,32,Bon état
13132,1800,Casablanca,06 Novembre,huawei,huawei Y9s,8,Bon état
13133,2000,Casablanca,06 Novembre,huawei,huawei nova 5t,8,Bon état
13134,3500,Casablanca,06 Novembre,iphone,iphone 8,64,Bon état
13135,7800,Fès,06 Novembre,iphone,iphone 11 pro max,64,Neuf
13136,1400,Casablanca,06 Novembre,iphone,iphone 7,32,Bon état
13137,6500,Marrakech,06 Novembre,iphone,iphone 12,64,Bon état
13138,6900,Marrakech,06 Novembre,iphone,iphone 11 pro max,64,Bon état
13139,9900,Marrakech,06 Novembre,iphone,iphone 12 pro,512,Neuf
13140,4800,Marrakech,06 Novembre,samsung,samsung s20,8,Bon état
13141,8000,Agadir,06 Novembre,iphone,iphone 11 pro,64,Neuf
13142,5200,Salé,06 Novembre,iphone,iphone 11,64,Bon état
13143,950,Marrakech,06 Novembre,iphone,iphone 6s,32,Bon état
13144,3700,Casablanca,06 Novembre,iphone,iphone x,8,Bon état
13145,3800,Casablanca,06 Novembre,iphone,iphone x,64,Bon état
13146,5300,Casablanca,06 Novembre,iphone,iphone 11 pro,64,Bon état
13147,11000,Casablanca,06 Novembre,iphone,iphone 13 pro,8,Neuf
13148,3000,Casablanca,06 Novembre,iphone,iphone 8,64,Bon état
13149,1700,Casablanca,06 Novembre,huawei,huawei p,8,Bon état
13150,7200,Marrakech,06 Novembre,samsung,samsung galaxy z flip,256,Bon état
13151,1200,Casablanca,06 Novembre,lenovo,lenovo Z5,32,Bon état
13152,5800,Casablanca,06 Novembre,xiaomi,xiaomi ,256,Bon état
13153,2800,Casablanca,06 Novembre,samsung,samsung a5,32,Neuf
13154,1200,Marrakech,06 Novembre,samsung,samsung galaxy s7,32,Bon état
13155,1000,Casablanca,06 Novembre,samsung,samsung galaxy a5,32,Bon état
13156,2400,Tanger,06 Novembre,iphone,iphone 7,32,Bon état
13157,4400,Oujda,06 Novembre,iphone,iphone xs max,64,Bon état
